,algorithm,similarity_measure,execution_time,n_clusters,labels,Silhouette Score,Davies-Bouldin Index,Mean Inter-Cluster Distance,Modularity,Conductance,Normalized Cut,Rand Index,Adjusted Rand Index,Normalized Mutual Information,melhor_silhouette,cluster
1243,spectral,CNE Similarity,1.0352916717529297,179,"[ 75  97  91   9  57 123 171 107   2  95  57 160 111  16  44  28  55 162
 119  85  49  15  34 144  78  36 100  76  81 145  67 140 139  66 155  24
  63   3  29  42 124  82 110 108 136  79  15  59  19  19  11  17  17  23
  26  26 131  19 148  62  27  17  62  27  23  23  92  50  49 152  58 131
 114 131  23 129   3  37   3  80  98  31  31  36  11 173 151   5  99 143
 167  32   5   4  47 149 141 157  33  26  19  38 103  19 168 176 170   7
  60  13  43  72 104  54   7  47  68  48   8   0  70  45 156  75  22  10
  54  43  18  64  37  25  25  41 127  58  45  58   8  90  14  42 161  32
  84  74  54  71  60  46   0  70  70 115 142  31 122 166  51  29 121 116
 120  94  61  39 128 163 118   6 130 150  30  30 175  53  12  56 125  16
  84 154  19 172 178 169 158  40 101 106 117 112  69  21  19  87  89  83
  65 105 102 159  35 174 164  34  73 133  93 126   6 131 177 147 146  19
 153  52 165  96 138 134  20  88  19 137  19  86 135   1  19   4 109 113
  77 132]",0.10623741731572582,0.9107460403880485,2.085888277680446,,,,0.9958889289578075,0.017171104789441775,0.9610490744343188,False,0
1244,gmm,CNE Similarity,4.777513742446899,179,"[ 78 136  91  88  77 130  92 164  86  70  77   0  47 121 167  62 140  56
  65  11  94  34 102 168  39 165  90 142  84 155 110 148 117  11  18  21
 166  33  52  51  36  20 117 162   3   3  34  97 156 156  63 116  40 172
  19 100   4  83  55 123  79 116 134 133  58  29  14  94  94  49  37 170
 171 134  29 113  33   5  33  71 107  28  28 163  63 149  12  50  45 177
  98  35  50  30  46 158  26   2 138 100  80 139  41  98  98  26  43   7
  75  61  17 124 146 178   7 160  42  81  59  73  54  31 157  78  82 174
 178  17  64 146 155  44 137  25 135  37  31  37  59  23  60 176  13 141
  45 151  60 161  75  99 175 154 152 122  18  28 108   8 127  52 117  18
  65 120 103   6 114  68   9  32 109 126  67  67 132 147  57  93  70   1
 121  10  69  74  26  24  72 159  22  76  89  53  96 129 143 150  15  48
  16  87 111  72  85 104 153 102 131 119 169   9  32  79  66  68 125  66
  38 141   8 101 153 105 128 144  95 115 106 145 112  24  38  30  27 173
 118  36]",0.2260947492677609,0.3496703752754079,2.0671761387718095,,,,0.9976920302921024,0.030234146608016176,0.9671983171461066,False,0
1245,som,CNE Similarity,0.025005102157592773,179,"[  0  81  93  20 131   3  56  74 116  82 145  89 171  80 135 166 148 156
  66 177  10  97 170 137 137  82   4   4 158  91  90  90 151  25 123 149
  32  89  32  91 153  65 151   6  87  50 105  91  59  19  83 154 154  17
 172 174 141   2  22  77  15 154 102 157 129 157  12  10  98  75 108 141
  34 111 157  68  89  91  89  95  75 176 113 169  83  29  82 163 103 120
 153  73 134  42  94   7 114   5 121 174  29  94  55 153 153 132 161  72
  63  92 104 127  37  39 125  94 158  16 164  24 117  70 150   0  20  84
  39  61 152  37  91  79 101 173 133 147  72  85 164 150 127  91 153  78
 103  75  67   8 119  37 167 117 117  31 123 176  29   7  91  32 151 112
  41  38  91 165  23  88  88 153 118  60 101 101  60  46 131  44  82  80
  80 110 100  92 132  27  31  93  37  35 173  40  69  20 142  11  53 135
  71  94  54  31 135   9 118 170 101 159 166  88 153  15  64  88  34 109
  99 144  29  36  18 160 107 156  29 106  29 168 100  27 159  42  34   5
  31 153]",0.10348136922685708,0.7771888563219426,2.0976560575884213,,,,0.9936530833032816,0.011165036937863103,0.9330973502103871,False,0
1246,kmeans,CNE Similarity,0.0,180,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0
1247,fuzzy_c_means,CNE Similarity,0.017156124114990234,180,"[108 178 174  20  60  97 150  42  20  49  60  33  42 165  13 178 117  57
 150  60  60 165 146  49  97 117  78 150  49 142   1   1   1  60   1 151
 142 142 142 142 178  42   1   1   1   1 165 142 131 131 151  20  20 117
 151  20 146 142 142 146 146  20 146 146 117 117 142  60 151   1  49 117
 178 117 117 178 142 142 142   1  42 178 178 117 151 110  49 117  30  42
 150 146 151 151 110  49 130 150 178  20 110  49 150 150 150 130 110 146
 146  20 146 146 146 146 146  45  49 178 146 146 117 146 110 108 146 174
 146 146  59 146 142  32  27  49 110 117 146 117 146 110 146 142 150 146
  30   1 146 146 146 146 146 146 117  97   1 178 110 110 142 142   1   1
 150 117 142 165  97 178 178 178 178  42  27  27 150 146 174  60  49 165
 165 178 178 146 130  42  33  55 146 178 110  97 104  55 110 165 146  18
 146 150  49  97  13 150 178 146   1 150 178 178 178 146 150 178 178 150
  42 146 110  49 178  42  20 131 110  42 110 150 178  42  42 151 178 150
  60 178]",0.010569105170498982,1.7371077180603214,2.033141532089208,,,,0.9293905517490083,0.000948389274659768,0.692389954495056,False,0
1248,dbscan,CNE Similarity,0.0,180,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0
1249,hierarchical,CNE Similarity,0.003999948501586914,180,"[ 53 101 157 114  19 125 109 159 153  35  19 169   8  24 147 162 102 152
  27 178  13  38   0 177 143 171 131 126 149   2 160 138   3 156  64 107
 148  22  39  79  72 104   3 174  40  40  38 119   4   4  69  58 165 173
 164  36 167   4 135 130 175  58   7 127 133  15 161  13 154 158  20 136
 179   7  15 118  22 170  22 151 122  31  31  75  69 145 105  30  18 140
  12   6  30  11  76 150  17  89 123  36 124  88 141  12  12  17 137   1
  14 116  32 103   9  26   1 142 112 120  16 168 155  10 144  53 172  94
  26  32 129   9   2  71 176 115  70  20  10  20  16  50  77 121 163   6
  18  96  26 128  14  60  99  93 134  67  64  31  90  87 110  39   3  64
  27 166 108  98  91  29  62  49   5 111  28  28 139 146  54  51  35  85
  24  80  44  37  17  23  34 117  84  86  81 106  83  68  41  82  52  25
  61  73 132  34 113  92   5   0  59  57 100  62  49  63  55  29  56  55
  21  74  97  33   5  42  48  66  95  78  65  46  45  23  21  11  47   8
  43  72]",0.22386540794689375,0.3130597143996307,2.0657671767261294,,,,0.9976559682654165,0.029781814619400167,0.9673389942649172,False,0
1250,spectral,CNE Similarity,0.9731886386871338,180,"[ 46  99  11  52  43 105 128 109   4 100  43 145  77  53  67  34  51 159
 117  61   5  16  42 114  50  44 106  90  57 170  98 115 152  20 135   3
  84   8  24  39 144 112 151  35 116  94  16  47   1   1  15   2   2  29
  17 171 124   1 143 110 110   2  45  23  29  29  74 178   5 111  49 124
 147  45 124 102  95 162  95  96  63  41  41  44  15 177 142  30 107 108
 166   9  30  13  81 175 146 148  27 171 128  26  75 164 176 172 128  28
  56   6  32  21 101  23  28  81 165  31  19  72  83  12 126  46  22  93
  23  32  37  48  36  33  33  97 130  49  12  49  19  79  76  39 141   9
 154  91  23  82  56  58 149  83  83  85 118  41 113 157 137  24 136 129
  89  70  60  38 119   0 139   7 132 153  54  54 128  65  10  71 123  53
  53 160 173 104 161 128 168  25 150  59 122 121  69  18 128  88  62  92
  80 125 120 158  66 128 163  42  40 133  55 140   7 124 128 128 155 128
 179  78 169 103 134 131  14  68 128 138 128  86 156 167 174  13  73  87
  64 127]",0.11078022615615371,0.7084055716569222,2.0777319220097317,,,,0.9955643707176344,0.015929592654591658,0.9607684995274787,False,0
1251,gmm,CNE Similarity,3.619082450866699,180,"[ 27 117  62 136  51 126  11  81   2 112  51 103  97  16  60   1  99  76
  44 120 143  47  77 167  54 174  20 122  31  69 131 150   9 120 101  85
 158  49  86   6  52 116   9  34 110 110  47  98  35  35  46 104  50  57
  25  94 178  35 135 165 170 104   7  28 172 119 162   5 143 171  29 141
  12   7 119 132  49 164  49  96 133  21  21 148  46 149  23  61  53  18
  13 123  61  14  67 163  24 100  39  94  95  36   8  13  13  24 154 179
  10 139  91  84  45  56  66 160 153  93  58 169  64  41  68  27  92 166
  56  91 142  45  69  65 161  90 130  29  41  29  58 144   4 151 157 123
  53  48  56 168  10 147  73  22 156 138 101  21 127  72 124  86   9 101
  44  79  17  33 114  80  26  40  19  55  15  15 105 137 108 115 112 177
  16 125 102  83  24  78  32 155 173  88  82  37 134  75  74 140   3 118
  71  87 107  32 146 106 125 176 109 128 152  26  40  59  43  80 129  43
  30  38 175 111 125  42  89 159   0 121 113 145  70  78  30  14  12  97
  63  52]",0.2186568668407929,0.3183057765481324,2.062352507029933,,,,0.9976559682654165,0.029781814619400167,0.9673389942649172,False,0
1252,som,CNE Similarity,0.027007102966308594,180,"[125 137  82   8 151 122 140 157 124  77 151  59 178  38 147  76  91 106
  95 101 123 176 146   5  67  77 164 164 121  85  98 119  19 102  28  42
  83 105  47 134 111  63  19  32 162 162  96  58  60  60 109  33  33  94
 109 117  26  60  60  79 110  33  79 110  94 110  80 123 123  40  91  26
 144  24 110  52 103  55  14 136  89 118 118 156 109 174  77  17 118 178
  44  35  17  70 174  34   2 130  92 117 174 108  18  44  44   2  25  97
 128 124 153 158 126  65  97 174 121 151  22  81  11  12 108   0 124  39
  65  56 154 126  85  75  54  88 174  91 100  91  22 104 158 177  18 148
 118 141  86  22 128 133 100  81 160  31  20 118  46   3  83  43  19  28
  95 167  83 120 138 127   4  41  62  74 170 175  74 151 151  57  77 169
  38  66  10 139  23  36  31  82  30 150 145 122  62 142  25 106  21 147
  30 122 113  31  84  68  50 155   6  73  64   4  41  26 130 168 144 130
 171  49  53 167  50  36 124 172 174  15 174  18   1  74   7 129 112  92
 150 111]",0.12729942953323461,0.7881691819347509,2.083510161084374,,,,0.9947710061305446,0.013534778305689523,0.9386953140697077,False,0
1253,kmeans,CNE Similarity,0.0,181,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0
1254,fuzzy_c_means,CNE Similarity,0.01685190200805664,181,"[157  30 102 102 102 163 157 157 102   1 102 123  21 102 102 158  26 102
 157 102 167 102 163 163 163  26 157 157 163  49  21  21  21 167  49 102
 128  12 167  49  30 157  21  49  21  21 102 167 167 167 102 102 102  86
 102 102  86 167 167  86  86 102  86  86  86  86 158 102 102  49  26  86
  30  86  86  30 167 167  12  21  21  85 158  26 102 157  26  26 123  21
 123  26  26  26 157   1 116 157 167 102 157   1 157 123 123 116 157 133
 133 102 133 102 163 133 133   1 163 158 133 133 133 133 157 157  26 102
 133 133  30 163 128  49 158 163 157  26 133  26 102 157 133 167 123  26
 123  49 133 133 133 163  86  86  26 163  49  85 157 157 167 167  21  49
 157  71 167 102 163  30  30  30  30 157  95  95 123 163 102 102   1 102
 102  30  30  44 116 157 123 108 163  30 157 124  30 102 157 102 163 102
 163 123 163 123 102 157  30  26  21 157  85  30  30  86 123  30  30 123
 157  26 157  26  30 123 102 158 157  21 157 157  30 157 157  26  30 123
 158  30]",0.00815368476185511,2.311453531506825,2.1064685633887366,,,,0.9187883159033537,0.0008152781662734171,0.6560600669509453,False,0
1255,dbscan,CNE Similarity,0.0,181,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0
1256,hierarchical,CNE Similarity,0.005511283874511719,181,"[ 53 101 157 114  19 125 109 159 153  35  19 169   8  24 147 162 102 152
  27 178  13  38 180 177 143 171 131 126 149   2 160 138   3 156  64 107
 148  10  39  79  72 104   3 174  40  40  38 119   1   1  69  58 165 173
 164  36 167   1 135 130 175  58   7 127 133  15 161  13 154 158  20 136
 179   7  15 118  10 170  10 151 122  31  31  75  69 145 105  30  18 140
  12   6  30  11  76 150  17  89 123  36 124  88 141  12  12  17 137   0
  14 116  32 103   9  26   0 142 112 120  16 168 155   4 144  53 172  94
  26  32 129   9   2  71 176 115  70  20   4  20  16  50  77 121 163   6
  18  96  26 128  14  60  99  93 134  67  64  31  90  87 110  39   3  64
  27 166 108  98  91  29  62  49   5 111  28  28 139 146  54  51  35  85
  24  80  44  37  17  23  34 117  84  86  81 106  83  68  41  82  52  25
  61  73 132  34 113  92   5  45  59  57 100  62  49  63  55  29  56  55
  21  74  97  33   5  42  48  66  95  78  65  46  22  23  21  11  47   8
  43  72]",0.22152464247516715,0.3069850815967912,2.0648863661495334,,,,0.9976920302921024,0.030234146608016176,0.967912526166363,False,0
1257,spectral,CNE Similarity,0.6784255504608154,181,"[ 12 105   6   9  22 109  21 120   2 152  22 151  98  67  51  29  83 135
  80  84  76  14  16 141  95  57 117 119  56 133 124 123 126  24 129   7
  64  43  41  33 156 112 144 131 145 102  14  46  50  50  26  10  10  73
   5   5  52  44 115  86  86  10  86  19  73  73 114  76  42 121  18  52
 118  52  19  25  43 108  43  77  91  40  40  57  26  21 159  59 136  93
 154  32  59  23  78 172 173 150 104   5  21  82  90  21  21 166 175  17
  53  20  49   8   1  61  17  78 130  36  13  97  54  75 155  12  35  47
  61  49  31  79  34  27  27  74 147  18  75  18  13  68  61 177 149  32
  67  92  61 174  53  62 163 122  54  96 161  40 137 139  58  41 116 128
 103  81  28  15  65 168 143  11 125 153  48  48 178  63  71  45 167  39
  67 171 165 107 160 180 140  30 146 101  85  94  99  37  21  66  70 100
 132 142 110 158   0   4   3  16  69 164  88 127  11  52  21 176 148  21
 179  87 170 106 134 157  38  55  21 113  21  60 162 169  21  23 111  89
  72 138]",0.11045720912333395,0.7385772189358584,2.0752075582914022,,,,0.9959249909844933,0.017321045861006384,0.9619907023684394,False,0
1258,gmm,CNE Similarity,7.267983675003052,181,"[ 39 119  89  88  57 113  98  81  86  56  57 116  58 121  46 165   8 177
  41   7  95  47  61  37  37 161 115  73 108  66   2 135  20   7  49  93
  53  29 103  43  34 117  20 167 129 129  47  97  32  32  42  31 175 169
 173  35 164  32 158 166 174  31  84 151   0  27 163  95  95 162  50 128
 178  84  27 131  29 172  29 110  38 155  19 159  42 104  18  52  65  94
  36 147  52  60  62 133 142 111  23  35  74 100 132  36  36 142  85  68
  76 123 106  63  25  11  68 152   5  75  71  78  99  14 145  39 102  33
  11 106 130  25  66  28 170  91 124  50  14  50  71  48 153 157 176 147
  65  90  11 160  76 148 168  45 154 136  49 155 137  40   9 103  20  49
  41 114 134   1 122  79   6  30  64 149  72  72 140 146 126  96  56  55
 121  10 105  87  12  13  17 139 171  51  21  44 120 112 143 127 138 109
  83 101 107  17 144  16 156 179 150 125  22   6  30  59  70  79  92  70
  24  26 180  54 156  77  15  67   3 118 141   4  80  13  24  60  69  58
  82  34]",0.22339760962680985,0.3367147115347668,2.070759416727983,,,,0.9977641543454742,0.031181216661388463,0.968345056430586,False,0
1259,som,CNE Similarity,0.024764299392700195,181,"[124 149  47  63   4 156  30 124   3   6 144 166 111  74  74   3 120 115
   9 136  29 118 161 142 142  34  23  23 103  12 135  93  32 171 172  97
  72  28  95 164  79 158  32 172 113 113 121  91 168 168  59 152  55 175
  73  27 147 168 168  53  99 152 180 138 170  43 124  29 100  21  16 147
  50 180 160 151 107  20  82  93 169  10  54  81   0 126 131 159  64  22
  62  26 128 173  80 103  83 130 151  27 129 155  98  62  62  35  39 150
 117   3 127   3 162 140 150   8 103   3 153  77 139 117  39 124  78  47
 140 127 114 162  12  87  87 178  57  16 102  76 153 155  65 164  62  26
  64  89  65 153 102 162  77 139 143  48 172  10  33  40  72  95  32 172
 141  68  41  66 142  58  58   5  49   7  51  51 134 156  61  90  86  74
  74 154 125  31  35  69  36  98 165  38  33 156 145 157  30 115 162   4
 109  14 142  36   5  67  52  92  51  23   3  58   5  99  67  58  50  96
 133  85  40 143  84 119  70 115  57  45  30   2 149  25 133 173  50 130
 137  79]",0.15019172608540168,0.8353009995349352,2.0968128276213074,,,,0.9951316263974035,0.014527982714259315,0.939792980244562,False,0
1260,kmeans,CNE Similarity,0.0,182,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0
1261,fuzzy_c_means,CNE Similarity,0.016000986099243164,182,"[ 78 176 181 181  52  65 127 127 181 122  52  65 127  52  52  52 130 181
 127  52  52 181 181  65  65 130 127 127 130  75  98  98  98  52  75 181
  75  75  75  75 176 127  98  75  98  98 181  75  52  52 110 181 181 181
 181 181 181  52  52 181 181 181 181 181 181 181  29  52 181  98 130 181
 176 181 181 176 110  75  75  98  98  52  52 130 110 127 130 130  76 127
  76 181 130 181 127 130  14 127  52 181 127  95  76  76  76  14 127 181
 181 181 181 181 130 181 181  90 130  52 181 181 181 181 127  78 181 181
 181 181  76 130  75 119  52 130 127 130 181 130 181  78 181  75  76 181
  76  75 181 181 181 181 181 181 181  65  75  52 127 127 110 110  75  75
 127 181 110 181  65 176 176 176 176 127  75  29 127 181 181  52 130 181
  52 176 176 130  14 127  65 150  14 176  78  65  98 181 127 181 181 181
  14  90  65  65  52 127 176 181  98 127 176 176 176 181 127  76 176 127
 127 181 127 130 176 127 181  52 127 127 127 127 176 127 127 181 176  76
  52 176]",-0.00998971238034845,2.0709325304422617,2.064896650298979,,,,0.8627839884601515,0.00045327561830941723,0.5924608262000209,False,0
1262,dbscan,CNE Similarity,0.0,182,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0
1263,hierarchical,CNE Similarity,0.004183053970336914,182,"[ 53 101 157 114  19 125 109 159 153  17  19 169   3  24 147 162 102 152
  27 178  13  38 180 177 143 171 131 126 149   2 160 138   1 156  64 107
 148  10  39  79  35 104   1 174  40  40  38 119   0   0  69  58 165 173
 164  36 167   0 135 130 175  58   7 127 133  15 161  13 154 158  20 136
 179   7  15 118  10 170  10 151 122  31  31  75  69 145 105  30  18 140
  12   6  30  11  76 150   8  89 123  36 124  88 141  12  12   8 137 181
  14 116  32 103   9  26 146 142 112 120  16 168 155   4 144  53 172  94
  26  32 129   9   2  71 176 115  70  20   4  20  16  50  77 121 163   6
  18  96  26 128  14  60  99  93 134  67  64  31  90  87 110  39   1  64
  27 166 108  98  91  29  62  49   5 111  28  28 139  72  54  51  17  85
  24  80  44  37   8  23  34 117  84  86  81 106  83  68  41  82  52  25
  61  73 132  34 113  92   5  45  59  57 100  62  49  63  55  29  56  55
  21  74  97  33   5  42  48  66  95  78  65  46  22  23  21  11  47   3
  43  35]",0.21839162300227719,0.29949770996666686,2.0634739847964108,,,,0.9977280923187883,0.030700396488529798,0.9684854213511099,False,0
1264,spectral,CNE Similarity,0.8304800987243652,182,"[ 35  98   7  21  48 100  32 113   4 109  48 144 111  17  78  43  56  80
 133  99  79  13   9 123 112  15 147 134 169 170 106 135 160  72 165   6
  90   2  27  28 110 138 152  63 126 130  13  52  51  51  41  16  16  60
  19  19 180  51 120  68  68  16 180  68  60  60  49  20  79  82  32   3
 129   3  60 114   2 121   2  75  96  31  31  15  41  32  93  24 122 101
 171  39  24  14  77  69 168 146  44  19  32  61  86 161 177 172  32  40
 102  11  47  12  95   5  40  77 118  53  18 142  97  55 141  35  30  76
   5  47  37  73  54  26 166  57 136  32  55  32  18  62 107 175   0  39
 103  88   5 102  94  36  74 151  97  91 128  31 145 159  23  27 117 131
 116  81  46  33 124 173 143  25 137 132  45  45 167  70  29  22 108  17
  17 156   1  84 164 174 163  42  92  58 154  71  85   8 178  59  34 115
 105  87 119 158  38  32 157   9  67 153  50 155  25   3  32 149 150  32
 176  64 181  83 139 125  10 140  32 127  32  66 162  32 179  14  65 104
  89 148]",0.10503391685116373,0.8142728542168868,2.07662424561168,,,,0.9952758745041471,0.014967083588000085,0.9611763422223208,False,0
1265,gmm,CNE Similarity,1.3023505210876465,182,"[ 67 108 168  80  30  12  92  22  86  38  30 100 177  13 156 160 127 148
  14 179  83  49  42 170  60 133  45 135 162  53 118  18  40  46  78  82
 151  50  64 165  41  99  40   4 124 124  49 128 119 119  27  29 169  20
  43 112 110  10 131 123   0  29  44 152 173  96 172  83  83  56  25 157
  52  44  96 143  50 159  50 153 144  35  35  16  27 117 176  90  55 102
 113  57  90  37   6   8  33 121  71 112 141  93  70 113 113  33  77 174
  76  39   7 134   9 166  58 149 114  97  87  62 163  31  47  67 101  36
 166   7 145   9  53 155 104 109 136  25  31  25  87 150  69   1  26  57
  55 164  69  54  76 138 180  11  73  24  78  35 122  63 142  64  40  78
  14  89  23 139 130  68  15  66  19 154  21  21 147  95 103 106  38 167
  13 137  91  65  33   5  61 116 171 107  88 146 132   3 120  32  74 129
  81  84  94  61  48  85 181  42  75 140   2  15  66 158  34  68 125  34
  51  57 175 111 181  79 105 126  28 115  72 161  98   5  51  37 178  17
  59  41]",0.21945269801372347,0.3459638389602373,2.0691402406770854,,,,0.9977641543454742,0.031181216661388463,0.9687014917600963,False,0
1266,som,CNE Similarity,0.025000333786010742,182,"[ 12 139  19 151  50 173  65   6 148  91  79 159  46  42  42  40  72  57
  32 168 168  44  98 130  35  91 158 133  95 180 107  25 103 168  67   7
  10 143 180 126 112  58 103  86 103 103  44 180  29  29  81 125 125  82
  55 165  89  29  29 120  92 125  45 162 106  82   6 124  52  85  53  89
  99  45 162  99 143 180 143  47  25 150 116 160  62  77  91 156 176 171
  16 137 121  37  77 113 111 100  21 165  77  14  69  31  16   0  77  61
  23   3 123  54 110  27  61 136  76  40  68 153  43  59  14  12  71  20
  27 128  74 110 180  48 112  18  77 154  59 154   5  14  75 126  31   1
  66 134  96 155  92   9 153 138 102 159  67 147 152  94 180 180 103  67
  93 105 180  80 109 174  15 114  51 152  48  48 167 140  56 172  91  42
  42  88 122 129   0 152  38 127 110  49 178 140  36 151  65  80 175  33
 131  84 145  38 135  65  88 149  48 167 139  15 114 120  34   2  99  34
 146   1  94 144  51  49  71  28  94 167  65  69  70 152 108  37 139  46
 172 112]",0.13280152674008425,0.7560923992326973,2.0795238820392212,,,,0.9944464478903714,0.012749764770885687,0.9366186869001754,False,0
1267,kmeans,CNE Similarity,0.0,183,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0
1268,fuzzy_c_means,CNE Similarity,0.015841960906982422,183,"[119  40  15 179  15  21  14  14 179  27  15  40  14  15  15  15 167  15
  14  15  15  15 104 171 104 179  14  14  69  78  78  78  78  15  78 179
 156  78 156  78  40  14  78  78  78  78  15 156  15  15 179 179 179 179
 179 179 179  15 156 179 179 179 179 179 179 179 136  15  15  78 167 179
  40 179 179 168 156 156  78  78  78  15  15 179 179  42 167 179  40  14
  40 179 179 179  42  27 174  14  15 179  42  27  14  40  40 174  27 179
 179 179 179 179 104 179 179  27 171  15 179 179 179 179  42 119 179 179
 179 179 168 104 156   9  76 163  14 179 179 179 179  42 179 156  14 104
  14  78 179 179 179 104 179 179 179  21  78  15  42  42 156 156  78  78
  14 179 156  15  19  40  40  40  14  14  78  78  14 104  15  15  27  15
  15  14  40 163 174  14  21  15 104  40  42  21  78 179  42  15 104  15
 104  40 171  21  15  14  14 179  78  14  15  40  40 179  14  40  40  14
  14 104  42 104  14  14 179  15  14  14  42  14  40  14  14 179  40  14
  15  40]",0.0013580648540274525,1.8453513928014518,2.0308599501833746,,,,0.8725567976920303,0.0004935427896702993,0.60380980332306,False,0
1269,dbscan,CNE Similarity,0.0,183,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0
1270,hierarchical,CNE Similarity,0.0029997825622558594,183,"[ 53 101 157 114  19 125 109 159 153  17  19 169   1  24 147 162 102 152
  27 178  13  38 180 177 143 171 131 126 149   2 160 138   0 156  64 107
 148  10  39  79  35 104   0 174  40  40  38 119  31  31  69  58 165 173
 164  36 167 182 135 130 175  58   3 127 133   7 161  13 154 158  20 136
 179   3   7 118  10 170  10 151 122  15  15  75  69 145 105  30  18 140
  12   6  30  11  76 150   8  89 123  36 124  88 141  12  12   8 137 181
  14 116  32 103   9  26 146 142 112 120  16 168 155   4 144  53 172  94
  26  32 129   9   2  71 176 115  70  20   4  20  16  50  77 121 163   6
  18  96  26 128  14  60  99  93 134  67  64  15  90  87 110  39   0  64
  27 166 108  98  91  29  62  49   5 111  28  28 139  72  54  51  17  85
  24  80  44  37   8  23  34 117  84  86  81 106  83  68  41  82  52  25
  61  73 132  34 113  92   5  45  59  57 100  62  49  63  55  29  56  55
  21  74  97  33   5  42  48  66  95  78  65  46  22  23  21  11  47   1
  43  35]",0.2165563672143002,0.29745784383264384,2.063558767204918,,,,0.9978002163721601,0.031677300949242815,0.9692735116380798,False,0
1271,spectral,CNE Similarity,0.6495075225830078,183,"[ 68 111  69   7  55  99 163  95   5 140  55 170 148  34  39  51  61 144
 117 104  13  16   9 154 123  35 109  80 119 130 125 124 134  56 128   2
  84  43  36  50 121 110 150  97  82  96  16  25  33  33  29  20  20  44
  15  15 152  33  66 122   3  20  48   3  44  44  73 174 175  19  18  48
  54  48   3 116  90  88  90  89  53   8   8  35  29  18 108  26 136 107
  18  41  26  17  40   0 137 166  37  15  18  74  81 158 178 182  18  21
  70  23  59   4 133   1  21  40  93  31  14  79  52  46 169  68  22  11
   1  59  28  72  42  38  38 101 138  18  46  18  14  83 118 177 162  41
 147 112   1  49  70  86 106 141  52  64 100   8 146 156 157  36 159 103
  85  67  47  91 135 149 139  45 126 153   6   6 181  65  10  24 114  34
  34 173 167 165 145  18 172  78 129  58 120  75  92  30 168  27 102  76
 115 132 105 161  62  18 143   9  71 155  32 142  45 122  18 176 151  18
  18  60 179  57 131 160  12  94  18 127  18  87 164 171 180  17  98  63
  77 113]",0.0996822615308357,0.8698115480772468,2.0749406569922537,,,,0.99498737829066,0.014113795352525162,0.9614093757718287,False,0
1272,gmm,CNE Similarity,2.2725448608398438,183,"[ 68 126  33  81  49 129  89   4 113  58  49 100  96 128 161  56 121  70
  52 173  14  40   0 175  75 163  95 130 115  60  97 132   6 110  47   2
 147  41  38  85  65 111 182 174 118 118  40   1  22  22  50  46 171  29
 170  30 178  22 156 176 166  46  63 158 172  79 155  14 131 101   7 138
   3  63  79 125  41 162  41  32  35  36  36  18  50 105 107 108  74  34
  10 127 108  51  20 149 164 116  27  30 136  93 152 177  10 164  44 181
  37 134   8  67  13 169  16 157  53  83  43  55 154  84  76  68  73 168
 169   8 112  13  60  99 167  86  61   7  84   7  43 137  57 159 141 127
  74 144  57 139  37 119 142 117  69  12  47  36 123  31  90  38   6  47
  52  45 148  17  64  26  88  54  21 143  77  77 146 145 109  98  58  19
 128 165 102  87  23  39  71 150  13  78  92  48  82 124 135 153 140 104
  80  62  94  71  24  91  21 180  25  11 160  88  54   9  59  26 122  59
  66  42 179  28  21 106 120 133 151 103   5  15  72  39  66  51   3  96
 114  65]",0.2234320956701917,0.31385552368663355,2.072141383095343,,,,0.997872340425532,0.03271826464310841,0.9697049021612137,False,0
1273,som,CNE Similarity,0.02534341812133789,183,"[ 58  36 159 113  61 152  59   9  68  59 134 147 168 139 122  42 176  32
 102 172 107  65  98 156  15  78 124 124  93 110  43  38 165 154 177 150
 128 146 128 121  57  33 165 103  22  39 135   7 123 123 143   5   5  60
 161 174  50 123  19  82   3   5 119   3 119  29  58  69 107 100 176  50
 114 119 179  27 146 110 146 181  75  53  84  78 143  90  78  78 122  47
  70  41  78   0  48  93  97  25 158  52  90  16 105  28  45  97 131  35
  40 137  92 137 112  18  20 171  93  42  88  17  37  17   6  58  41  42
  18  80  74 112 166 149 104  16 182 176  17 176  21   6  46 121  85  41
 122 163  46  88  82 112  17  37 132  12 177  95  96  96 167 128 165 177
  55  66 133  83  26  94 130 140  89  11 170 170 160 138  42   8  59 139
  67  44 148  16 115 160  12 159 129 162   6  31  89  41  63 153  98 126
  40  13 156  12 122  76  89  98 106 124  42 130 140  82  56  94  71  56
 101  41  96  66  89 173  81  32 101 101 109  23 136 160 101   0 114  72
 151  57]",0.1387440292004694,0.7706704151589003,2.100489243273096,,,,0.9948431301839163,0.013722459695933055,0.9379409137960165,False,0
1274,kmeans,CNE Similarity,0.0,184,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0
